text,label
皮疹、寒战、关节痛、疲劳、高烧、头痛、恶心、食欲不振、眼后疼痛、背痛、不适、肌肉疼痛、全身红斑,6
我经常呕吐，结果食欲不振。我的关节和背一直疼。,6
我一直感到发冷发抖，还发高烧。我胳膊上也有皮疹，脖子上也有红斑。,6
我全身都起疹子，真痒。我还发烧、身体疼痛、头痛和发冷。,6
我眼睛后面一直头疼得厉害。我也没有胃口，晚上感觉真的很冷。,6
我全身都起疹子了。又红又肿，有些地方更严重，比如我的胳膊和腿。我也不想吃东西。,6
我感到极度的身体疼痛、头痛和呕吐。我全身都长了红斑，而且很痒。,6
我一直觉得很冷，发抖。我的背和眼睛很疼。我还注意到我的背部和颈部有一些红斑。,6
我全身都起疹子了，真的很痒。我还在呕吐，关节疼。,6
在过去的三天里，我一直在发高烧。我眼睛后面也头疼。我感到很累，筋疲力尽。我不能做任何工作。,6
皮疹、关节痛、呕吐、疲劳、高烧、头痛、恶心、食欲不振、眼后疼痛、背痛、不适、肌肉疼痛、全身红斑,6
我头疼得厉害，感觉脑袋有压力。我还有点发烧，背上有小红斑。,6
我背痛已经有几天了。当我长时间坐着或站着时会更糟。我全身也有皮疹，眼睛后面也疼。,6
我有红肿的皮疹。我也有严重的发烧和身体疼痛。,6
我已经呕吐了几天，感觉很不舒服。我胃痛，头晕，而且我没胃口了。我的胳膊、背和脖子也很疼。,6
我一直感到恶心，并有持续的呕吐冲动，并伴有轻度发烧和头痛。我也觉得很虚弱很累。,6
我身上有红斑，又痒又发炎。我还发高烧发冷。,6
尽管外面很暖和，我还是觉得很冷。我背疼，胳膊上有红斑。,6
我皮肤上有皮疹，一摸就痒。我的关节整天疼痛，我感觉不舒服。晚上，我有轻微的发烧和发冷，这使我难以入睡。,6
我一直感到恶心，而且我没有胃口。我也感到不安，背部和肌肉疼痛。,6
我一直感到肌肉疼痛，这使我很难走动。我失去了我的apetite，并感到呕吐。我的腿和背很疼。我一直感到非常虚弱和疲惫。,6
我每天晚上都发高烧发冷。我不想吃任何东西，我的背、胳膊、腿都很疼。我的眼睛后面有一种奇怪的疼痛。我不能做任何体育活动。,6
在过去的几天里，我一直肌肉剧烈疼痛。感觉像是持续的疼痛。我全身都是红斑，痒得很厉害。,6
我一直感到肌肉疼痛和头痛。肌肉疼痛就像是持续的疼痛，当我试图使用受影响的肌肉时，疼痛会更严重。我的脸上、脖子上和手臂上也出现了小红斑。,6
我发高烧，头疼。我的身体疼，我觉得冷。我担心我的健康。,6
我发高烧，头疼得厉害。我的身体疼痛，每天晚上都感到发冷。我眼睛后面也疼。,6
我一直关节痛，走路真的很困难。我也失去了食欲，我感到非常虚弱和恶心。,6
我一直感觉很不舒服。我的身体很疼，没有胃口。我的手臂和脸上也出现了皮疹。我的眼睛后面很疼。,6
在过去的几天里，我一直头疼得厉害。它伴随着我眼睛后面的疼痛。我感到疲倦和疲劳，因此我不能整天工作。我担心我的健康。,6
我一直感到严重的关节痛，无法动弹。我也没有食欲，感觉很虚弱。,6
我发烧了，背疼。我的胳膊和腋窝也有皮疹。我的眼球后部很疼。我担心我的健康。,6
我一直感觉不舒服，感觉要吐了。眼睛后面一阵剧痛，后背都是红斑。,6
几天来我一直感到剧烈的关节痛。我也一直在呕吐和发烧。我一直在服药退烧，但似乎没有效果。,6
这几天我一直觉得很不舒服。我有严重的关节痛，我一直想呕吐，我还有轻微的头痛。,6
这几天我一直在呕吐，而且胃痉挛。我感到头晕和虚弱。我眼睛后面也疼。,6
肌肉萎缩、喉部斑块、高烧、婚外情,7
肌肉萎缩，喉部有斑块，高烧,7
肌肉萎缩，喉咙贴片，婚外情,7
喉咙贴片，高烧，婚外情,7
肌肉萎缩，高烧，婚外情,7
持续打喷嚏、颤抖、发冷、流泪,8
不停地打喷嚏，发抖，流泪,8
我一直吞咽困难，喉咙痛。我一直在流鼻涕，还经常打喷嚏。,8
我最近吃东西很困难。我喉咙痛，流鼻涕。,8
持续打喷嚏、发冷、流泪,8
我呼吸困难，感觉很容易上气不接下气。我的脸和胸部肿了，眼睛疼，还干咳。,8
我的皮肤又红又痒。它有时会剥落。我的脸颊和嘴唇都肿了，真的很烦。因为浮肿，我有时会头痛和流眼泪。,8
我总是很累，我的嘴很难吃，我的喉咙很痒。我的肌肉又热又疼，有时全身抽筋。,8
我呼吸困难，呼吸急促。我无法控制地咳嗽，眼睛又痒又肿。我的脸和身体其他部位也会肿胀。,8
我的皮肤又痒又肿。有时候，它会剥落。我的嘴唇和脸颊又肿又痛。浮肿有时让我头疼和流眼泪。,8
我一直很难进食和吞咽。我流鼻涕，喉咙疼。,8
我有哮喘，我有喘息和呼吸问题。我也头痛和发烧。我总是很累。,8
我一直感觉很累，喉咙也有刺痛的感觉。我也有干燥、易剥落的皮肤。有时我的眼睛会浮肿，我的脸也会肿起来。,8
我这几天一直不舒服。我喉咙痛，流鼻涕。我也一直吞咽困难。,8
持续打喷嚏、颤抖、发冷,8
我有鼻塞和鼻塞。我有时在晚上也会僵硬和胸痛。我尝不到也闻不到任何东西。,8
我感到恶心，反胃，摇摇晃晃。我的喉咙肿了，呼吸困难。晚上胸口有时疼，有时觉得不舒服。,8
颤抖，发冷，流泪,8
我头晕，恶心，发抖。我的喉咙肿了，所以我呼吸困难。有时候，整个晚上，我胸口疼，感觉不舒服。,8
我经常流鼻涕和打喷嚏。我的眼睛又痒又流泪，还经常咳嗽。我的头一直疼。,8
我经常流鼻涕和打喷嚏。我的眼睛又痛又流泪，声音沙哑。我的头一直疼。,8
我有鼻塞和鼻塞。我晚上也有僵硬和胸痛。我尝不到也闻不到任何东西。,8
我喉咙一直沙哑，感觉筋疲力尽。我的皮肤也感觉干燥，有时我的眼睛会发炎。,8
我总是筋疲力尽，感觉喉咙发痒。我的皮肤干燥，眼睛有时会肿起来。,8
我有类似哮喘的症状，如喘息和呼吸困难。我经常发烧和头痛。我一直感觉很累。我流鼻涕，眼睛发痒。,8
我鼻塞鼻塞。我有时会在晚上脖子僵硬，胸部不适。我尝不到也闻不到任何东西。,8
我的皮肤又痒又肿，有时还会剥落。我的脸颊和嘴唇肿了，很疼。我还会因为吸烟而头痛和流泪。,8
我有哮喘，会导致喘息和呼吸问题。我也经常头痛和发烧。我总是很累。,8
我喉咙痛，老是打喷嚏。有时我的脸会肿起来，尤其是我的嘴唇和眼睛周围的区域。我一开始就不停地打喷嚏。,8
我有哮喘，我有喘息和呼吸问题。我还发烧，头痛，而且一直觉得累。,8
我觉得胃不舒服，头晕目眩。我喉咙肿了，呼吸不好。我有时会在晚上感到胸口疼痛和恶心。,8
我总是很累，我的嘴很难吃，我的喉咙很痒。我的肌肉又热又痛，有时全身会抽筋。,8
我经常打喷嚏，喉咙痛。我的嘴唇和眼睛周围有时会肿胀。我一开始就不停地打喷嚏。,8
我经常流鼻涕和打喷嚏。我的眼睛又痛又流泪，还头疼。,8
我鼻塞喉咙痛。我还咳嗽，胸口疼。我已经失去了嗅觉和味觉。,8
我鼻塞鼻塞。我有时在晚上胸部不适。我闻不到也尝不到任何东西。,8
我觉得我总是很累，喉咙发痒。我的皮肤也很干燥，有时我的眼睛周围会肿胀。,8
我喉咙发痒，总是很累。我的皮肤干燥，有时眼睛周围会肿胀。,8
我喉咙痛，还经常打喷嚏。有时候我的眼睛和嘴唇会肿起来。我一开始就不停地打喷嚏。,8
我感到恶心，发抖，恶心。我喉咙痛，呼吸困难。我晚上偶尔会胸痛，有时会感到恶心。,8
我的皮肤发痒，发红，有时会剥落。我的脸和嘴唇都肿起来了，真的很烦。当气喘变得严重时，我还会流泪和头痛。,8
我喉咙痛得很厉害，一直觉得很累。我还会发烧，经常肌肉疼痛。有时我全身抽筋,8
我喉咙痛，还经常打喷嚏。有时候我眼睛和嘴唇周围的皮肤会肿胀。我发现一旦开始，我就停不下来。,8
我总是很累，我的味觉变差了，我的喉咙真的很痒。我也有肌肉疼痛和发热。我全身有时抽筋。,8
我呼吸困难，很容易上气不接下气。我眼睛疼，还干咳。我的脸和身体都肿了。,8
我呼吸困难，呼吸急促。我干咳，眼睛发痒，满脸和全身都肿胀。我还流鼻涕和打喷嚏。,8
我的皮肤又痒又红。有时候，它会剥落。我的嘴唇和脸颊都肿了，真的很烦。因为肿胀，我有时会头痛和流泪。,8
我流鼻涕、打喷嚏、流泪和咳嗽。我的头也疼。,8
关节痛、呕吐、乏力、皮肤发黄、尿黑、恶心、食欲不振、腹痛、眼睛发黄,9
关节痛、呕吐、乏力、皮肤发黄、尿黑、恶心、腹痛、眼睛发黄,9
关节痛、呕吐、疲劳、皮肤发黄、恶心、食欲不振、腹痛、眼睛发黄,9
关节痛、呕吐、乏力、皮肤发黄、尿黑、恶心、食欲不振、腹痛,9
关节痛、呕吐、乏力、皮肤发黄、尿黑、食欲不振、腹痛、眼睛发黄,9
关节痛、呕吐、疲劳、皮肤发黄、尿黑、恶心、食欲不振、眼睛发黄,9
关节痛、呕吐、皮肤发黄、尿黑、恶心、食欲不振、腹痛、眼睛发黄,9
呕吐、乏力、皮肤发黄、尿黑、恶心、食欲不振、腹痛、眼睛发黄,9
关节痛、乏力、皮肤发黄、尿黑、恶心、食欲不振、腹痛、眼睛发黄,9
关节痛、呕吐、乏力、尿黑、恶心、食欲不振、腹痛、眼睛发黄,9
胃痛、胃酸过多、舌溃疡、呕吐、咳嗽,10
我有很多胃灼热和消化不良。当我吃辛辣或高脂肪的食物时，情况会更糟。当我前倾或躺下时也会痛。,10
胃痛、胃酸过多、舌溃疡、咳嗽、胸痛,10
胃痛、胃酸过多、呕吐、咳嗽、胸痛,10
胃痛、胃酸过多、舌溃疡、呕吐、咳嗽、胸痛,10
胃痛、舌溃疡、呕吐、咳嗽、胸痛,10
胃酸过多、舌溃疡、呕吐、咳嗽、胸痛,10
胃痛、胃酸过多、舌溃疡、呕吐、胸痛,10
我吞咽食物有困难，因为我的喉咙感觉像在关闭，我嘴里有一种不好的味道。,10
我很难吃东西，因为我觉得我要吐了。我也有很多胃灼热和喉咙刺痛的感觉。,10
我吃完东西喉咙里有火辣辣的感觉。我有时嘴里也会有苦味或酸味，这让我感到恶心。,10
我吞咽困难，即使吃了一小顿饭也有饱腹感。我经常胃灼热、恶心和喉咙刺痛。,10
我嘴里有酸味，有时吞咽困难。,10
我经常打嗝和打嗝。我感到胸部不适，这种不适会蔓延到脖子、下巴和手臂。我胸口有压力和紧张。,10
我有很多胃酸倒流和胃痛。我吃完东西也会吐很多。,10
我胃灼热，消化不良。我经常呕吐我吃的所有东西，吞咽对我来说很困难，因为食物卡在我的喉咙里。我感到上腹部疼痛。,10
我嘴里一直有酸味，即使我没吃过任何酸性的东西。我也经常喉咙哽咽和打嗝。,10
我的胸部和喉咙有灼热感，经常觉得要清嗓子。我嘴里也有不好的味道，我的口气很难闻。,10
我经常喉咙有灼热感，尤其是在吃东西之后。我有时也会有苦味或酸味，让我感到恶心。,10
我喉咙里有一种时好时坏的灼热感。吃完后会更糟，有时嘴里会有酸味或苦味。我有时也会恶心。,10
我经常胃灼热和消化不良，尤其是在我吃了辛辣或高脂肪的食物后。当我躺下或弯腰时，我的胸部不适会变得更严重。我胸口很疼。,10
我胃灼热，消化不良。我经常呕吐我吃的所有东西，我很难吞咽，因为食物卡在我的喉咙里。我的上腹部不舒服。,10
胃食管反流症的常见体征和症状包括：胃食管反流症通常在进食后出现胸部灼热感（胃灼热），在夜间或躺下时可能会更严重食物或酸味液体的反流（反流）上腹部或胸部疼痛吞咽困难（吞咽困难）喉咙有肿块的感觉如果您有夜间胃酸反流，您可能还会经历：持续咳嗽声带炎症（喉炎）新的或恶化的哮喘,10
我嘴里一直有酸味，即使我没吃过任何酸性的东西。我也经常打嗝，感觉喉咙里有一个肿块。,10
我嘴里一直有酸味，即使我没吃过任何酸性的东西。我也经常打嗝，喉咙打结。,10
我吞咽困难，不想吃东西。我经常有饱腹感，即使只吃了一点点。我还胃灼热、恶心和喉咙刺痛。,10
我胃灼热，消化不良。我经常吃什么就吐，吞咽食物也有困难。我上腹部一直疼。因为疼痛，我很难入睡。,10
我有一种食物或酸倒流到喉咙里的感觉。我胸痛，如果我躺下会更严重。我经常胃灼热或消化不良，吃完食物后呕吐出来,10
我有很多气体和打嗝。我胸痛，从脖子一直到下巴和手臂。我感觉我的胸部又紧又重。,10
我吃完东西感觉要吐了。我腹部很疼，而且胃酸倒流很严重。,10
我经常胃灼热和消化不良，尤其是在吃了辛辣或高脂肪的食物后。当我前倾或躺下时，我也会胸痛。,10
我嘴里有酸味，即使我没吃过任何酸性的东西。我还会打嗝，有喉咙哽咽的感觉。,10
我有很多胃酸倒流，这让我觉得胃不舒服。我也有很多胃痛。,10
我有很多胃灼热和胃酸倒流。吃完东西也觉得恶心，有时候还会吐。,10
我胃灼热，消化不良。我吃什么都吐。食物卡在我的喉咙里，使我难以吞咽。我上腹部疼。,10
我有很多胃灼热和胃酸倒流。我也有喉咙痛和口臭。我吐了很多。,10
我吃东西有困难，很难吞咽。即使吃了一小顿饭，我也有饱腹感。我还感到恶心、胃灼热和喉咙刺痛。,10
我的胸部和喉咙有灼热感。感觉好像酸或者食物进了我的喉咙。我躺下的时候更糟。我吃完饭后也会胃灼热和消化不良，有时还会呕吐。,10
我的喉咙有一种时好时坏的烧灼感，吃完东西后更严重。我有时嘴里也有苦味或酸味。,10
我喉咙有灼热感，尤其是在我吃东西之后。我有时嘴里也会有酸味或苦味，这让我感到恶心。,10
我每天早上喉咙痛，声音沙哑。我的喉咙一直疼，还有口臭。我也经常打嗝。,10
我喉咙有灼热感，尤其是在我吃东西之后。我有时嘴里也会有酸味或苦味，让我感到恶心。,10
我嘴里一直有酸味，即使我没吃过任何酸性的东西。我的喉咙也有肿块，而且经常打嗝。,10
我有很多胃灼热，我觉得我吃东西的时候会窒息。我也有很多胃痛，我吐了很多。,10
我有经常打嗝和打嗝的倾向。我经常感到胸部不适，并辐射到我的手臂、下巴和脖子。我的胸部感到紧张和压力。,10
我喉咙痛或声音嘶哑，尤其是在早上。我喉咙痛，口臭。我也经常打嗝。当我躺下时，我的胸部有灼热感。,10
我吞咽困难，即使吃了一小顿饭也有饱腹感。我也有胃灼热、恶心和喉咙刺痛的感觉。,10
我经常胃灼热，尤其是在吃了辛辣或高脂肪的食物后。当我弯腰或躺下时，我的胸痛更严重。,10
我的胸部和喉咙有灼热感，经常觉得要清嗓子。我嘴里也有口臭和难闻的味道。,10
便秘，排便时疼痛，肛门疼痛，便血,11
便秘、排便时疼痛、肛门疼痛、便血、肛门刺激,11
便秘，肛门疼痛，便血，肛门刺激,11
便秘，排便时疼痛，肛门疼痛，肛门刺激,11
便秘、排便痛、便血、肛门刺激,11
排便时疼痛，肛门区疼痛，便血，肛门刺激,11
皮疹、关节痛、脱皮、银粉样粉尘、指甲发炎,12
皮疹、关节痛、脱皮、银粉样粉尘、指甲小凹痕、指甲发炎,12
我的关节一直疼痛，我注意到我的皮肤在不同的地方脱皮。我担心我有点不对劲。,12
我有又红又痒的皮疹。它覆盖着银色的鳞片。它在我的背上、胳膊肘上和膝盖上。,12
我注意到我的胳膊、腿和背上突然脱皮。我也有关节痛和皮疹。皮疹正在扩散到我身体的不同部位。,12
我脸上有又红又痒的皮疹，尤其是在鼻子、嘴巴和眼睛周围。我的指甲也发炎了。,12
皮疹、脱皮、银粉样粉尘、指甲小凹痕、指甲发炎,12
皮疹、关节痛、脱皮、指甲小凹痕、指甲发炎,12
皮疹、关节痛、脱皮、银粉样粉尘、指甲上有小凹痕,12
我皮肤上有皮疹，又痒又刺激。它也是片状的。它已经扩散到我身体的其他部位，包括我的胸部和腹部。晚上更糟。,12
我的皮肤上有一层银色的灰尘，手臂和背部的皮肤开始脱落。这很奇怪，真的让我很担心。,12
我皮肤上有皮疹，又痒又不舒服。我还注意到我的指甲上有小凹痕，这很令人担忧。,12
我的皮肤上一直有皮疹。皮疹痒，挠的时候出血。我还注意到我的指甲上有小凹痕。,12
我一直感到非常疲劳和不适。我经常感到疲倦和缺乏活力，即使睡了一夜好觉。我也经历了一些关节疼痛和僵硬，特别是在我的膝盖和脚踝。,12
关节痛、脱皮、银粉、指甲小凹痕、指甲发炎,12
我一直睡不着觉，因为皮疹又痒又疼。我的指甲上有小凹痕，真的很吓人。我的指甲也发炎了。,12
我的手指、手腕和膝盖关节痛已经有几个星期了。疼痛通常是疼痛和悸动，当我移动关节时，疼痛会变得更严重。我还注意到我的皮肤上有一些红色的鳞状斑块。,12
我的皮肤上有红色、发痒和鳞状的皮疹。在空气干燥的冬季，情况更糟。我必须更频繁地保湿，并使用加湿器来保持皮肤水分。,12
我的胳膊和脖子上有皮疹，当我抓它时会出血和疼痛。我的指甲上也有小凹痕。,12
我的膝盖、肘部和头皮上有干燥的鳞状皮肤。这些斑块经常发痒，有时会疼痛。,12
我注意到我的皮肤现在比以前更敏感了。又红又痒。我的背部和肘部有银色的鳞片。,12
我皮肤上有皮疹，又痒又不舒服。它也是红色和片状的。它已经扩散到我身体的其他部位，包括我的胸部和腹部。我也面临着脱皮。,12
我有干燥、片状的皮肤，容易感染。我的关节很疼。我膝盖和肘部的皮肤开始剥落。,12
皮疹、关节痛、银粉样粉尘、指甲小凹痕、指甲发炎,12
我的嘴、鼻子和眼睛周围有红肿的皮肤。经常又痒又不舒服。最近，它变得非常痛苦。,12
我的指甲上有坑，我担心会是什么。我的手臂和背部也有皮疹，关节也疼。,12
我的背部和肘部有一种银质粉末。我的指甲有点凹陷。我的关节感到极度不适。,12
我的皮肤上有一层银色，尤其是在我的背部和手臂上。它是由小鳞片组成的，当我摩擦它们时，它们很容易脱落。我全身也有皮疹。,12
